timestamp,server_id,cpu_usage,memory_usage,disk_io,network_io,task_duration,priority,outside_temperature,cooling_efficiency,power_usage,temperature,thermal_status
2026-01-03T16:50:00,server_017,66.00,57.00,145.00,445.00,25.00,1,27.31,0.77,478.00,45.46,Critical
2026-01-03T16:55:00,server_013,73.00,54.00,126.00,469.00,49.00,2,27.35,0.78,536.00,47.52,Critical
2026-01-03T17:00:00,server_021,67.00,58.00,205.00,212.00,58.00,1,26.93,0.80,486.00,43.98,Warning
2026-01-03T17:05:00,server_048,70.00,54.00,165.00,365.00,111.00,3,25.88,0.79,510.00,45.55,Critical
2026-01-03T17:10:00,server_009,58.00,45.00,110.00,269.00,32.00,2,24.74,0.77,448.00,42.55,Warning
2026-01-03T17:15:00,server_043,70.00,69.00,164.00,315.00,27.00,3,26.69,0.79,539.00,48.15,Critical
2026-01-03T17:20:00,server_021,65.00,66.00,277.00,236.00,26.00,1,25.67,0.85,500.00,45.10,Critical
2026-01-03T17:25:00,server_007,74.00,71.00,260.00,501.00,33.00,2,25.71,0.82,562.00,48.31,Critical
2026-01-03T17:30:00,server_039,57.00,45.00,158.00,219.00,28.00,3,27.01,0.77,460.00,43.28,Warning
2026-01-03T17:35:00,server_042,58.00,46.00,244.00,331.00,88.00,3,26.24,0.73,458.00,43.19,Warning
2026-01-03T17:40:00,server_010,63.00,41.00,276.00,281.00,39.00,2,26.32,0.80,464.00,42.92,Warning
2026-01-03T17:45:00,server_013,53.00,42.00,129.00,227.00,47.00,2,26.19,0.81,418.00,40.54,Warning
2026-01-03T17:50:00,server_018,80.00,69.00,325.00,268.00,55.00,1,25.81,0.77,564.00,48.72,Critical
2026-01-03T17:55:00,server_006,66.00,64.00,142.00,396.00,37.00,2,26.40,0.83,515.00,46.21,Critical
2026-01-03T18:00:00,server_009,66.00,64.00,245.00,436.00,97.00,2,23.01,0.81,509.00,44.13,Warning
2026-01-03T18:05:00,server_047,66.00,74.00,250.00,452.00,80.00,1,23.29,0.85,491.00,43.46,Warning
2026-01-03T18:10:00,server_007,56.00,58.00,210.00,186.00,25.00,2,23.92,0.71,451.00,41.73,Warning
2026-01-03T18:15:00,server_016,67.00,58.00,175.00,423.00,58.00,3,24.65,0.75,524.00,46.44,Critical
2026-01-03T18:20:00,server_014,54.00,44.00,129.00,392.00,29.00,3,24.70,0.74,449.00,41.16,Warning
2026-01-03T18:25:00,server_047,66.00,62.00,107.00,247.00,52.00,2,23.87,0.86,507.00,43.55,Warning
2026-01-03T18:30:00,server_049,59.00,68.00,237.00,307.00,67.00,2,23.26,0.77,493.00,43.61,Warning
2026-01-03T18:35:00,server_017,61.00,64.00,284.00,367.00,26.00,1,24.83,0.87,473.00,42.53,Warning
2026-01-03T18:40:00,server_039,57.00,44.00,150.00,205.00,110.00,3,23.07,0.75,474.00,43.06,Warning
2026-01-03T18:45:00,server_006,64.00,58.00,267.00,325.00,33.00,2,23.42,0.72,518.00,44.89,Warning
2026-01-03T18:50:00,server_047,50.00,36.00,201.00,180.00,29.00,2,24.26,0.78,395.00,39.54,Warning
2026-01-03T18:55:00,server_016,60.00,56.00,223.00,348.00,27.00,2,24.34,0.76,476.00,43.77,Warning
2026-01-03T19:00:00,server_002,55.00,56.00,173.00,385.00,21.00,3,21.38,0.75,474.00,41.98,Warning
2026-01-03T19:05:00,server_001,69.00,72.00,125.00,373.00,82.00,3,21.83,0.78,556.00,45.82,Critical
2026-01-03T19:10:00,server_010,65.00,53.00,209.00,213.00,47.00,1,21.02,0.79,455.00,41.09,Warning
2026-01-03T19:15:00,server_043,57.00,58.00,128.00,351.00,34.00,3,22.54,0.75,486.00,43.65,Warning
2026-01-03T19:20:00,server_042,49.00,52.00,130.00,252.00,62.00,3,21.56,0.77,444.00,42.03,Warning
2026-01-03T19:25:00,server_029,61.00,53.00,250.00,309.00,48.00,1,21.09,0.80,463.00,41.32,Warning
2026-01-03T19:30:00,server_048,67.00,47.00,199.00,290.00,67.00,2,21.72,0.80,503.00,43.59,Warning
2026-01-03T19:35:00,server_028,49.00,46.00,221.00,229.00,38.00,2,22.36,0.74,431.00,40.08,Warning
2026-01-03T19:40:00,server_010,49.00,45.00,145.00,250.00,41.00,3,20.91,0.77,417.00,38.26,Warning
2026-01-03T19:45:00,server_007,60.00,65.00,119.00,331.00,30.00,2,21.55,0.82,488.00,43.78,Warning
2026-01-03T19:50:00,server_018,67.00,56.00,168.00,386.00,26.00,2,22.30,0.74,516.00,44.56,Warning
2026-01-03T19:55:00,server_033,64.00,65.00,210.00,247.00,35.00,3,21.51,0.81,510.00,44.90,Warning
2026-01-03T20:00:00,server_007,47.00,59.00,168.00,229.00,22.00,2,21.24,0.79,406.00,38.82,Warning
2026-01-03T20:05:00,server_047,58.00,40.00,142.00,176.00,67.00,3,21.07,0.79,462.00,41.74,Warning
2026-01-03T20:10:00,server_046,51.00,53.00,172.00,347.00,81.00,2,19.72,0.75,436.00,41.31,Warning
2026-01-03T20:15:00,server_015,48.00,39.00,170.00,262.00,49.00,1,19.37,0.77,377.00,37.28,Warning
2026-01-03T20:20:00,server_004,49.00,52.00,133.00,360.00,69.00,1,20.54,0.75,401.00,37.94,Warning
2026-01-03T20:25:00,server_024,51.00,39.00,217.00,205.00,96.00,1,20.37,0.76,400.00,38.75,Warning
2026-01-03T20:30:00,server_043,47.00,47.00,117.00,113.00,17.00,3,20.79,0.76,425.00,39.76,Warning
2026-01-03T20:35:00,server_021,51.00,43.00,158.00,203.00,53.00,2,20.43,0.75,407.00,38.96,Warning
2026-01-03T20:40:00,server_016,58.00,47.00,264.00,437.00,67.00,3,20.49,0.77,487.00,42.53,Warning
2026-01-03T20:45:00,server_037,54.00,60.00,202.00,341.00,63.00,2,20.53,0.82,465.00,41.24,Warning
2026-01-03T20:50:00,server_023,51.00,48.00,108.00,294.00,29.00,3,20.68,0.81,441.00,39.39,Warning
2026-01-03T20:55:00,server_010,68.00,51.00,144.00,395.00,87.00,1,19.20,0.82,494.00,43.35,Warning
2026-01-03T21:00:00,server_023,45.00,40.00,145.00,185.00,30.00,3,19.95,0.76,407.00,38.57,Warning
2026-01-03T21:05:00,server_007,52.00,50.00,206.00,195.00,100.00,1,18.36,0.71,421.00,39.68,Warning
2026-01-03T21:10:00,server_013,55.00,46.00,93.00,353.00,45.00,3,19.98,0.76,450.00,41.08,Warning
2026-01-03T21:15:00,server_012,53.00,56.00,233.00,176.00,26.00,1,19.84,0.76,443.00,40.56,Warning
2026-01-03T21:20:00,server_038,47.00,52.00,86.00,308.00,26.00,3,18.73,0.83,437.00,39.03,Warning
2026-01-03T21:25:00,server_047,42.00,34.00,122.00,178.00,93.00,3,19.14,0.80,383.00,36.09,Warning
2026-01-03T21:30:00,server_042,54.00,52.00,117.00,164.00,73.00,3,18.73,0.81,454.00,40.92,Warning
2026-01-03T21:35:00,server_050,53.00,48.00,209.00,273.00,69.00,2,18.83,0.81,452.00,38.38,Warning
2026-01-03T21:40:00,server_021,44.00,42.00,155.00,305.00,227.00,3,19.29,0.74,408.00,39.15,Warning
2026-01-03T21:45:00,server_036,42.00,47.00,139.00,173.00,108.00,2,19.62,0.78,397.00,37.98,Warning
2026-01-03T21:50:00,server_028,59.00,53.00,211.00,289.00,34.00,1,19.37,0.77,453.00,41.36,Warning
2026-01-03T21:55:00,server_006,45.00,34.00,134.00,291.00,24.00,2,19.86,0.74,389.00,37.51,Warning
2026-01-03T22:00:00,server_020,44.00,47.00,182.00,257.00,38.00,3,17.06,0.77,423.00,37.87,Warning
2026-01-03T22:05:00,server_028,45.00,34.00,160.00,194.00,29.00,2,17.19,0.80,398.00,37.54,Warning
2026-01-03T22:10:00,server_029,34.00,35.00,133.00,231.00,36.00,3,18.79,0.74,355.00,34.29,Normal
2026-01-03T22:15:00,server_038,49.00,48.00,194.00,188.00,29.00,3,16.51,0.78,439.00,39.37,Warning
2026-01-03T22:20:00,server_020,57.00,46.00,200.00,166.00,24.00,3,16.90,0.80,465.00,41.36,Warning
2026-01-03T22:25:00,server_018,49.00,40.00,94.00,363.00,51.00,2,18.98,0.79,405.00,38.19,Warning
2026-01-03T22:30:00,server_040,41.00,25.00,171.00,194.00,50.00,1,18.27,0.82,329.00,34.32,Normal
2026-01-03T22:35:00,server_019,44.00,53.00,191.00,339.00,44.00,3,17.26,0.76,431.00,37.85,Warning
2026-01-03T22:40:00,server_020,42.00,44.00,175.00,109.00,53.00,1,18.02,0.75,374.00,37.07,Warning
2026-01-03T22:45:00,server_005,54.00,49.00,93.00,202.00,95.00,2,18.27,0.77,433.00,39.12,Warning
2026-01-03T22:50:00,server_044,40.00,39.00,88.00,144.00,28.00,3,17.47,0.79,396.00,37.67,Warning
2026-01-03T22:55:00,server_033,52.00,60.00,166.00,376.00,61.00,2,17.38,0.78,447.00,39.99,Warning
2026-01-03T23:00:00,server_036,54.00,50.00,110.00,277.00,113.00,2,17.36,0.81,449.00,39.83,Warning
2026-01-03T23:05:00,server_049,54.00,55.00,126.00,306.00,52.00,1,16.67,0.78,442.00,39.74,Warning
2026-01-03T23:10:00,server_022,47.00,49.00,114.00,183.00,25.00,1,16.47,0.71,384.00,37.97,Warning
2026-01-03T23:15:00,server_039,50.00,39.00,108.00,328.00,30.00,1,16.91,0.79,406.00,38.16,Warning
2026-01-03T23:20:00,server_041,54.00,46.00,127.00,359.00,60.00,2,18.03,0.74,451.00,40.85,Warning
2026-01-03T23:25:00,server_040,48.00,42.00,142.00,147.00,24.00,1,17.56,0.83,380.00,35.90,Warning
2026-01-03T23:30:00,server_041,47.00,51.00,204.00,152.00,132.00,2,16.80,0.78,431.00,37.94,Warning
2026-01-03T23:35:00,server_047,45.00,54.00,128.00,359.00,22.00,3,16.58,0.76,436.00,38.71,Warning
2026-01-03T23:40:00,server_012,33.00,32.00,75.00,165.00,44.00,2,17.38,0.77,312.00,33.36,Normal
2026-01-03T23:45:00,server_002,49.00,54.00,232.00,117.00,22.00,3,16.08,0.84,443.00,38.18,Warning
2026-01-03T23:50:00,server_020,50.00,43.00,194.00,279.00,77.00,3,17.85,0.79,446.00,39.93,Warning
2026-01-03T23:55:00,server_026,40.00,33.00,107.00,115.00,39.00,1,17.12,0.84,357.00,34.94,Normal
2026-01-04T00:00:00,server_049,57.00,65.00,208.00,334.00,55.00,2,16.27,0.79,497.00,41.43,Warning
2026-01-04T00:05:00,server_015,38.00,42.00,165.00,195.00,99.00,2,18.00,0.72,359.00,36.34,Warning
2026-01-04T00:10:00,server_006,40.00,48.00,130.00,236.00,39.00,2,16.23,0.81,370.00,35.21,Warning
2026-01-04T00:15:00,server_046,30.00,25.00,117.00,134.00,104.00,2,16.40,0.79,314.00,31.97,Normal
2026-01-04T00:20:00,server_040,45.00,47.00,169.00,197.00,27.00,3,17.40,0.80,423.00,37.66,Warning
2026-01-04T00:25:00,server_018,46.00,47.00,117.00,244.00,61.00,2,17.58,0.73,401.00,36.72,Warning
2026-01-04T00:30:00,server_007,43.00,31.00,144.00,306.00,57.00,3,16.91,0.77,402.00,37.17,Warning
2026-01-04T00:35:00,server_037,48.00,36.00,198.00,157.00,127.00,2,18.23,0.81,398.00,37.24,Warning
2026-01-04T00:40:00,server_024,36.00,36.00,68.00,194.00,36.00,1,16.52,0.81,333.00,34.27,Normal
2026-01-04T00:45:00,server_025,33.00,41.00,86.00,169.00,32.00,2,17.47,0.75,344.00,34.13,Normal
2026-01-04T00:50:00,server_007,37.00,30.00,137.00,238.00,29.00,1,17.48,0.74,333.00,33.77,Normal
2026-01-04T00:55:00,server_047,37.00,40.00,80.00,180.00,129.00,2,16.84,0.77,361.00,35.89,Warning
2026-01-04T01:00:00,server_014,40.00,43.00,111.00,218.00,26.00,2,17.05,0.76,360.00,37.20,Warning
2026-01-04T01:05:00,server_033,26.00,30.00,85.00,145.00,53.00,3,17.61,0.77,320.00,32.84,Normal
2026-01-04T01:10:00,server_007,45.00,45.00,169.00,226.00,60.00,2,17.09,0.83,397.00,35.73,Warning
2026-01-04T01:15:00,server_005,40.00,37.00,98.00,209.00,55.00,1,18.60,0.79,337.00,35.15,Warning
2026-01-04T01:20:00,server_045,33.00,39.00,142.00,289.00,76.00,3,17.41,0.84,361.00,35.40,Warning
2026-01-04T01:25:00,server_043,31.00,32.00,141.00,166.00,57.00,2,17.23,0.75,313.00,33.13,Normal
2026-01-04T01:30:00,server_037,49.00,47.00,199.00,95.00,94.00,2,18.44,0.77,416.00,38.20,Warning
2026-01-04T01:35:00,server_005,39.00,38.00,115.00,200.00,100.00,1,17.34,0.81,354.00,35.19,Warning
2026-01-04T01:40:00,server_045,38.00,42.00,172.00,148.00,43.00,2,16.19,0.78,363.00,35.69,Warning
2026-01-04T01:45:00,server_015,37.00,42.00,154.00,150.00,19.00,2,17.60,0.81,371.00,34.87,Normal
2026-01-04T01:50:00,server_010,49.00,46.00,157.00,247.00,107.00,1,17.63,0.79,393.00,37.39,Warning
2026-01-04T01:55:00,server_012,46.00,51.00,114.00,267.00,84.00,1,17.51,0.78,395.00,37.71,Warning
2026-01-04T02:00:00,server_027,42.00,38.00,114.00,138.00,38.00,1,19.12,0.79,348.00,36.22,Warning
2026-01-04T02:05:00,server_024,36.00,28.00,162.00,237.00,43.00,2,17.96,0.81,345.00,33.96,Normal
2026-01-04T02:10:00,server_013,51.00,61.00,168.00,277.00,87.00,2,17.51,0.82,452.00,39.64,Warning
2026-01-04T02:15:00,server_027,30.00,27.00,50.00,232.00,26.00,1,18.19,0.79,293.00,33.20,Normal
2026-01-04T02:20:00,server_010,40.00,34.00,158.00,129.00,52.00,3,18.44,0.72,385.00,37.56,Warning
2026-01-04T02:25:00,server_050,49.00,53.00,114.00,320.00,32.00,1,17.69,0.69,401.00,38.91,Warning
2026-01-04T02:30:00,server_040,38.00,42.00,114.00,211.00,45.00,3,17.66,0.81,389.00,36.92,Warning
2026-01-04T02:35:00,server_023,40.00,47.00,121.00,184.00,25.00,2,18.01,0.74,381.00,37.27,Warning
2026-01-04T02:40:00,server_030,34.00,37.00,106.00,120.00,54.00,1,18.24,0.72,335.00,35.37,Warning
2026-01-04T02:45:00,server_037,36.00,42.00,111.00,176.00,48.00,2,18.46,0.79,354.00,35.34,Warning
2026-01-04T02:50:00,server_038,45.00,42.00,184.00,178.00,25.00,3,17.90,0.79,408.00,37.70,Warning
2026-01-04T02:55:00,server_020,41.00,46.00,72.00,208.00,23.00,2,17.57,0.80,376.00,35.91,Warning
2026-01-04T03:00:00,server_025,35.00,31.00,169.00,258.00,33.00,1,18.65,0.83,318.00,32.67,Normal
2026-01-04T03:05:00,server_026,44.00,44.00,157.00,169.00,16.00,2,19.58,0.74,389.00,36.74,Warning
2026-01-04T03:10:00,server_038,41.00,45.00,166.00,132.00,26.00,1,18.75,0.77,351.00,35.31,Warning
2026-01-04T03:15:00,server_041,32.00,32.00,117.00,154.00,17.00,3,19.03,0.84,331.00,32.83,Normal
2026-01-04T03:20:00,server_043,35.00,41.00,166.00,250.00,52.00,3,18.65,0.85,367.00,36.51,Warning
2026-01-04T03:25:00,server_010,41.00,32.00,115.00,120.00,17.00,2,18.58,0.83,370.00,35.70,Warning
2026-01-04T03:30:00,server_006,47.00,45.00,84.00,268.00,32.00,2,20.19,0.80,395.00,37.68,Warning
2026-01-04T03:35:00,server_042,34.00,30.00,84.00,110.00,36.00,1,19.12,0.75,327.00,33.86,Normal
2026-01-04T03:40:00,server_037,40.00,41.00,94.00,257.00,104.00,3,18.47,0.81,383.00,36.82,Warning
2026-01-04T03:45:00,server_021,32.00,31.00,99.00,242.00,14.00,1,18.55,0.75,320.00,34.77,Normal
2026-01-04T03:50:00,server_007,33.00,34.00,44.00,212.00,17.00,2,19.69,0.74,327.00,35.70,Warning
2026-01-04T03:55:00,server_044,35.00,38.00,68.00,255.00,57.00,2,18.19,0.75,341.00,34.84,Normal
2026-01-04T04:00:00,server_036,53.00,55.00,196.00,122.00,28.00,2,21.80,0.75,440.00,42.42,Warning
2026-01-04T04:05:00,server_008,35.00,33.00,99.00,167.00,55.00,1,21.15,0.80,338.00,35.68,Warning
2026-01-04T04:10:00,server_050,38.00,44.00,64.00,135.00,29.00,2,20.71,0.82,367.00,37.04,Warning
2026-01-04T04:15:00,server_004,40.00,35.00,164.00,265.00,22.00,3,21.07,0.79,391.00,36.64,Warning
2026-01-04T04:20:00,server_034,42.00,35.00,74.00,160.00,26.00,1,20.04,0.76,354.00,36.01,Warning
2026-01-04T04:25:00,server_038,42.00,41.00,200.00,143.00,19.00,1,19.99,0.75,377.00,37.13,Warning
2026-01-04T04:30:00,server_004,44.00,34.00,61.00,226.00,63.00,3,20.76,0.86,395.00,37.76,Warning
2026-01-04T04:35:00,server_001,35.00,37.00,172.00,218.00,30.00,2,20.80,0.77,364.00,36.30,Warning
2026-01-04T04:40:00,server_003,42.00,48.00,123.00,144.00,110.00,2,20.15,0.78,387.00,37.26,Warning
2026-01-04T04:45:00,server_049,38.00,34.00,64.00,202.00,25.00,2,20.76,0.79,354.00,36.29,Warning
2026-01-04T04:50:00,server_018,37.00,35.00,46.00,121.00,27.00,1,19.69,0.77,339.00,36.24,Warning
2026-01-04T04:55:00,server_008,37.00,42.00,76.00,158.00,20.00,3,20.69,0.75,388.00,38.62,Warning
2026-01-04T05:00:00,server_031,46.00,54.00,141.00,222.00,43.00,3,22.65,0.78,431.00,40.09,Warning
2026-01-04T05:05:00,server_023,54.00,49.00,223.00,126.00,21.00,2,22.08,0.77,448.00,41.53,Warning
2026-01-04T05:10:00,server_011,50.00,50.00,196.00,175.00,60.00,3,22.21,0.80,441.00,41.00,Warning
2026-01-04T05:15:00,server_005,34.00,41.00,157.00,144.00,87.00,3,21.92,0.81,352.00,36.51,Warning
2026-01-04T05:20:00,server_048,40.00,45.00,128.00,124.00,102.00,3,22.73,0.80,395.00,38.41,Warning
2026-01-04T05:25:00,server_016,55.00,46.00,91.00,337.00,80.00,2,22.34,0.78,445.00,41.93,Warning
2026-01-04T05:30:00,server_037,55.00,56.00,112.00,433.00,85.00,3,21.92,0.76,483.00,42.54,Warning
2026-01-04T05:35:00,server_009,46.00,48.00,115.00,141.00,55.00,2,21.67,0.78,389.00,39.57,Warning
2026-01-04T05:40:00,server_022,50.00,56.00,198.00,141.00,21.00,3,21.98,0.80,459.00,41.68,Warning
2026-01-04T05:45:00,server_007,46.00,51.00,114.00,154.00,41.00,3,23.72,0.73,429.00,40.57,Warning
2026-01-04T05:50:00,server_003,41.00,54.00,186.00,284.00,15.00,2,22.43,0.82,400.00,38.52,Warning
2026-01-04T05:55:00,server_022,38.00,38.00,170.00,213.00,31.00,2,22.17,0.78,371.00,36.88,Warning
2026-01-04T06:00:00,server_044,43.00,53.00,87.00,303.00,28.00,1,23.62,0.79,391.00,38.67,Warning
2026-01-04T06:05:00,server_020,46.00,43.00,191.00,146.00,42.00,2,22.97,0.77,406.00,39.20,Warning
2026-01-04T06:10:00,server_006,47.00,52.00,174.00,205.00,180.00,1,23.12,0.81,398.00,38.69,Warning
2026-01-04T06:15:00,server_016,50.00,57.00,166.00,128.00,42.00,1,24.72,0.85,417.00,39.30,Warning
2026-01-04T06:20:00,server_027,42.00,43.00,155.00,274.00,21.00,1,24.66,0.79,381.00,38.84,Warning
2026-01-04T06:25:00,server_010,51.00,57.00,112.00,178.00,50.00,2,23.87,0.83,422.00,40.66,Warning
2026-01-04T06:30:00,server_023,52.00,54.00,220.00,233.00,85.00,1,24.72,0.81,415.00,40.50,Warning
2026-01-04T06:35:00,server_031,58.00,52.00,174.00,352.00,25.00,3,24.11,0.77,472.00,42.51,Warning
2026-01-04T06:40:00,server_003,42.00,41.00,71.00,281.00,158.00,2,24.97,0.84,389.00,39.37,Warning
2026-01-04T06:45:00,server_013,49.00,31.00,96.00,211.00,34.00,1,24.12,0.85,369.00,37.78,Warning
2026-01-04T06:50:00,server_018,50.00,57.00,226.00,216.00,36.00,2,23.76,0.70,433.00,41.57,Warning
2026-01-04T06:55:00,server_048,57.00,54.00,147.00,211.00,130.00,3,24.90,0.77,477.00,42.52,Warning
2026-01-04T07:00:00,server_007,57.00,43.00,224.00,146.00,67.00,2,26.82,0.79,449.00,41.39,Warning
2026-01-04T07:05:00,server_023,51.00,42.00,176.00,296.00,28.00,2,27.76,0.74,426.00,42.74,Warning
2026-01-04T07:10:00,server_032,57.00,43.00,88.00,436.00,102.00,3,26.31,0.74,456.00,42.95,Warning
2026-01-04T07:15:00,server_018,58.00,46.00,235.00,275.00,47.00,2,25.08,0.74,450.00,41.63,Warning
2026-01-04T07:20:00,server_007,48.00,54.00,199.00,353.00,59.00,3,26.27,0.78,456.00,42.09,Warning
2026-01-04T07:25:00,server_006,53.00,41.00,151.00,227.00,21.00,1,25.69,0.78,401.00,40.18,Warning
2026-01-04T07:30:00,server_020,58.00,61.00,155.00,391.00,38.00,2,25.20,0.78,464.00,42.64,Warning
2026-01-04T07:35:00,server_031,57.00,56.00,132.00,247.00,154.00,1,25.76,0.79,444.00,41.20,Warning
2026-01-04T07:40:00,server_040,44.00,48.00,158.00,218.00,27.00,2,25.03,0.86,398.00,38.55,Warning
2026-01-04T07:45:00,server_006,50.00,55.00,249.00,251.00,66.00,2,26.05,0.75,426.00,41.89,Warning
2026-01-04T07:50:00,server_037,63.00,54.00,226.00,305.00,91.00,2,25.75,0.77,488.00,44.75,Warning
2026-01-04T07:55:00,server_001,63.00,63.00,251.00,222.00,59.00,1,26.28,0.83,489.00,43.96,Warning
2026-01-04T08:00:00,server_005,56.00,63.00,184.00,150.00,71.00,1,27.41,0.84,468.00,43.97,Warning
2026-01-04T08:05:00,server_046,49.00,61.00,157.00,154.00,102.00,3,26.91,0.76,459.00,44.01,Warning
2026-01-04T08:10:00,server_035,62.00,59.00,148.00,392.00,24.00,1,27.16,0.72,486.00,45.11,Critical
2026-01-04T08:15:00,server_037,54.00,50.00,144.00,368.00,37.00,2,27.87,0.81,442.00,42.13,Warning
2026-01-04T08:20:00,server_002,57.00,41.00,210.00,265.00,86.00,2,27.79,0.78,454.00,43.77,Warning
2026-01-04T08:25:00,server_008,60.00,51.00,117.00,424.00,37.00,1,27.21,0.77,457.00,43.09,Warning
2026-01-04T08:30:00,server_045,61.00,66.00,198.00,273.00,56.00,3,27.41,0.71,494.00,46.23,Critical
2026-01-04T08:35:00,server_045,59.00,57.00,145.00,372.00,60.00,2,28.21,0.74,474.00,43.73,Warning
2026-01-04T08:40:00,server_009,53.00,57.00,213.00,339.00,38.00,2,26.99,0.76,458.00,42.98,Warning
2026-01-04T08:45:00,server_031,48.00,46.00,80.00,152.00,34.00,2,28.08,0.80,429.00,40.74,Warning
2026-01-04T08:50:00,server_021,43.00,38.00,143.00,324.00,23.00,1,27.31,0.77,378.00,40.09,Warning
2026-01-04T08:55:00,server_013,57.00,61.00,206.00,369.00,32.00,1,26.84,0.76,444.00,41.74,Warning
2026-01-04T09:00:00,server_034,66.00,53.00,165.00,334.00,24.00,2,28.80,0.78,495.00,45.27,Critical
2026-01-04T09:05:00,server_028,50.00,42.00,158.00,321.00,56.00,3,30.11,0.78,428.00,42.38,Warning
2026-01-04T09:10:00,server_044,49.00,38.00,172.00,213.00,29.00,1,28.43,0.81,401.00,41.51,Warning
2026-01-04T09:15:00,server_009,63.00,49.00,138.00,163.00,64.00,3,29.45,0.82,491.00,45.88,Critical
2026-01-04T09:20:00,server_021,60.00,66.00,185.00,433.00,27.00,2,28.28,0.81,485.00,44.05,Warning
2026-01-04T09:25:00,server_002,67.00,56.00,213.00,166.00,53.00,1,28.51,0.74,476.00,45.51,Critical
2026-01-04T09:30:00,server_017,61.00,66.00,242.00,408.00,46.00,1,28.43,0.80,487.00,45.06,Critical
2026-01-04T09:35:00,server_043,60.00,58.00,241.00,290.00,157.00,3,28.43,0.74,493.00,45.01,Critical
2026-01-04T09:40:00,server_041,62.00,55.00,103.00,294.00,22.00,3,28.71,0.76,495.00,46.34,Critical
2026-01-04T09:45:00,server_004,56.00,48.00,124.00,190.00,69.00,3,29.01,0.79,468.00,43.74,Warning
2026-01-04T09:50:00,server_014,55.00,42.00,240.00,250.00,64.00,2,27.54,0.82,433.00,42.10,Warning
2026-01-04T09:55:00,server_036,59.00,62.00,124.00,327.00,58.00,3,29.32,0.79,493.00,44.69,Warning
2026-01-04T10:00:00,server_039,64.00,52.00,148.00,344.00,47.00,1,30.60,0.74,466.00,44.67,Warning
2026-01-04T10:05:00,server_024,62.00,60.00,219.00,250.00,27.00,3,30.86,0.77,493.00,46.92,Critical
2026-01-04T10:10:00,server_038,53.00,43.00,127.00,304.00,53.00,2,30.04,0.84,439.00,41.64,Warning
2026-01-04T10:15:00,server_011,60.00,63.00,183.00,318.00,37.00,2,30.20,0.73,490.00,46.37,Critical
2026-01-04T10:20:00,server_008,59.00,50.00,196.00,408.00,61.00,2,30.47,0.83,466.00,43.91,Warning
2026-01-04T10:25:00,server_021,65.00,64.00,210.00,233.00,112.00,1,30.49,0.77,486.00,45.87,Critical
2026-01-04T10:30:00,server_028,57.00,57.00,197.00,130.00,86.00,2,29.81,0.80,459.00,43.52,Warning
2026-01-04T10:35:00,server_046,60.00,60.00,184.00,234.00,123.00,3,30.05,0.75,504.00,46.27,Critical
2026-01-04T10:40:00,server_044,57.00,50.00,136.00,402.00,36.00,2,30.08,0.74,450.00,43.70,Warning
2026-01-04T10:45:00,server_019,60.00,49.00,134.00,434.00,32.00,3,30.25,0.82,474.00,44.73,Warning
2026-01-04T10:50:00,server_029,57.00,55.00,115.00,343.00,58.00,2,29.97,0.73,463.00,45.44,Critical
2026-01-04T10:55:00,server_005,68.00,83.00,247.00,337.00,24.00,2,29.44,0.80,546.00,49.16,Critical
2026-01-04T11:00:00,server_012,70.00,62.00,326.00,485.00,48.00,2,29.64,0.84,525.00,45.91,Critical
2026-01-04T11:05:00,server_024,67.00,67.00,98.00,299.00,130.00,1,31.63,0.77,485.00,45.07,Critical
2026-01-04T11:10:00,server_050,63.00,48.00,251.00,425.00,102.00,1,32.04,0.71,456.00,45.29,Critical
2026-01-04T11:15:00,server_019,71.00,54.00,243.00,315.00,89.00,3,29.76,0.76,534.00,48.23,Critical
2026-01-04T11:20:00,server_048,71.00,56.00,273.00,425.00,26.00,1,30.78,0.77,509.00,45.88,Critical
2026-01-04T11:25:00,server_031,65.00,70.00,138.00,383.00,27.00,2,30.99,0.81,515.00,47.26,Critical
2026-01-04T11:30:00,server_031,71.00,70.00,204.00,359.00,33.00,3,29.53,0.74,554.00,49.99,Critical
2026-01-04T11:35:00,server_008,64.00,53.00,243.00,171.00,51.00,3,30.00,0.78,523.00,46.17,Critical
2026-01-04T11:40:00,server_036,67.00,66.00,139.00,354.00,70.00,2,31.37,0.80,514.00,47.73,Critical
2026-01-04T11:45:00,server_050,55.00,40.00,112.00,356.00,88.00,2,31.02,0.78,426.00,43.08,Warning
2026-01-04T11:50:00,server_015,64.00,43.00,125.00,204.00,39.00,2,29.72,0.76,478.00,43.76,Warning
2026-01-04T11:55:00,server_031,72.00,69.00,177.00,278.00,32.00,1,29.98,0.78,526.00,48.12,Critical
2026-01-04T12:00:00,server_021,82.00,71.00,317.00,257.00,63.00,2,30.75,0.83,581.00,49.72,Critical
2026-01-04T12:05:00,server_006,67.00,52.00,111.00,287.00,112.00,1,30.99,0.71,476.00,45.71,Critical
2026-01-04T12:10:00,server_029,60.00,45.00,149.00,136.00,125.00,2,29.78,0.74,447.00,44.44,Warning
2026-01-04T12:15:00,server_030,59.00,62.00,145.00,166.00,22.00,1,31.96,0.82,444.00,44.29,Warning
2026-01-04T12:20:00,server_016,66.00,55.00,157.00,133.00,30.00,3,30.14,0.76,516.00,46.87,Critical
2026-01-04T12:25:00,server_040,68.00,59.00,234.00,183.00,39.00,2,30.12,0.74,524.00,47.01,Critical
